name,state,pop2000,pop2010,fed.spend,poverty,homeownership,multiunit,income,med.income
Hamilton County,Florida,13327,14799,8.170484492,21.4,74,8.2,15794,37613
Hardee County,Florida,26938,27731,6.539107858,26.1,74.7,9.4,14668,37466
Hendry County,Florida,36210,39140,7.494047011,26.4,69.2,9.5,14734,37298
Hernando County,Florida,130802,172778,9.131619766,11.8,83.4,3.9,22775,42011
Highlands County,Florida,87366,98786,9.63546454,16.9,79.9,11.3,19579,34946
Hillsborough County,Florida,998948,1229226,8.69502923,14.2,63.3,29.1,27062,49536
Holmes County,Florida,18564,19927,11.19420886,19.9,80.3,5.3,15285,32247
Indian River County,Florida,112947,138028,8.634487205,12.6,76.8,24.2,31918,47341
Jackson County,Florida,46755,49746,12.1793511,19.7,77.2,7.5,17177,38257
Jefferson County,Florida,12902,14761,10.27701375,18.7,77.2,4.4,19647,41359
Lafayette County,Florida,7022,8870,5.158624577,18,80.6,2,18069,46445
Lake County,Florida,210528,297052,9.544968558,11,78.7,10.8,25323,46477
Lee County,Florida,440888,618754,6.757661365,12,74.8,28.7,29445,50014
Leon County,Florida,239452,275487,30.62985186,22,55.4,30.7,25803,44490
Levy County,Florida,34450,40801,7.577877993,21.6,76.3,5.5,18703,35737
Liberty County,Florida,7021,8365,6.915839809,15.8,77.5,1.7,17003,40777
Madison County,Florida,18733,19224,10.9389305,21,73.9,9.3,16346,37459
Manatee County,Florida,264002,322833,7.062825052,12.8,74.1,25.4,28072,47812
Marion County,Florida,258916,331298,8.403500776,15.3,78.9,10,22384,40339
Martin County,Florida,126731,146318,8.697870392,10.4,79.5,28.7,35772,53210
Miami-Dade County,Florida,2253362,2496435,10.11828267,17.2,58.1,46.6,22957,43605
Monroe County,Florida,79589,73090,10.97913531,10.8,64.5,23.5,35516,53821
Nassau County,Florida,57663,73314,9.027975557,9.3,79.4,13.9,29089,58712
Okaloosa County,Florida,170498,180822,21.48627932,10.6,67.3,25.9,28621,54242
Okeechobee County,Florida,35910,39996,8.683993399,19.7,76.7,4.4,19664,38339
Orange County,Florida,896344,1145956,8.980158924,13.4,59.9,32.9,25490,50138
Osceola County,Florida,172493,268685,4.406650911,13.3,66.5,24.2,20536,46328
Palm Beach County,Florida,1131184,1320134,7.699997879,12.2,73.6,41,33610,53242
Pasco County,Florida,344765,464697,7.134285352,12.3,78.8,10.8,24164,44228
Pinellas County,Florida,921482,916542,11.17099816,12.1,70.4,36,28742,45258
Polk County,Florida,483924,602095,6.607291208,15.2,72.1,14.2,21881,43946
Putnam County,Florida,70423,74364,9.489322791,23.3,77.8,6.6,18402,34645
St. Johns County,Florida,123135,190039,6.824783334,9.1,77.1,20,36027,62663
St. Lucie County,Florida,192695,277789,7.118917596,13.7,76,20.2,23296,45196
Santa Rosa County,Florida,117743,151372,7.082439289,11.3,77.6,10.6,25384,55129
Sarasota County,Florida,325957,379448,10.03808691,10.5,77.4,24.5,33045,49388
Seminole County,Florida,365196,422718,4.821585549,9.8,71.3,26.1,29795,58971
Sumter County,Florida,53345,93420,6.0768465,11.2,89.3,2.4,24180,43079
Suwannee County,Florida,34844,41551,8.534475705,17.3,76,5.2,18782,36352
Taylor County,Florida,19256,22570,9.436331413,19.1,85.7,2.7,18649,37408
Union County,Florida,13442,15535,5.31947216,21.3,69.5,8.2,13657,41794
Volusia County,Florida,443343,494593,8.437199879,13.8,75.9,21.2,24768,44400
Wakulla County,Florida,22863,30776,5.015141669,12.5,83.6,3.5,21892,53301
Walton County,Florida,40601,55043,12.9654452,14.6,75.3,24.6,27746,47273
Washington County,Florida,20973,24896,10.68508997,19.3,80.2,4.3,18470,36216
Appling County,Georgia,17419,18236,7.560978285,22.2,72.6,5.5,18977,36155
Atkinson County,Georgia,7609,8375,8.148895522,28,72,6.5,15456,33834
Bacon County,Georgia,10103,11096,7.684390771,16.5,66.4,5.3,17110,31429
Baker County,Georgia,4074,3451,8.663865546,30,66.1,6.9,16379,27462
Baldwin County,Georgia,44700,45720,6.799059493,25.2,60.6,15.6,17488,37237
Banks County,Georgia,14422,18395,3.853057896,15.9,75.9,4.8,19497,40455
Barrow County,Georgia,46144,69367,4.734109879,12.6,76.7,7,20882,48958
Bartow County,Georgia,76019,100157,4.707319508,14,72.4,12.6,22241,49216
Ben Hill County,Georgia,17484,17634,8.391346263,26.9,62.4,12.8,15529,30134
Berrien County,Georgia,16235,19286,6.99284455,23.1,72,3,16049,32202
Bibb County,Georgia,153887,155547,10.6709419,22.4,58.5,25,21436,38798
Bleckley County,Georgia,11666,13063,7.432060017,19.5,69,10.9,18960,35661
Brantley County,Georgia,14629,18411,5.48959861,21.4,85.3,2.3,18905,37343
Brooks County,Georgia,16450,16243,7.868312504,17,74.3,5.2,20346,41309
Bryan County,Georgia,23417,30233,68.86312969,11,74.2,8.1,28365,63244
Bulloch County,Georgia,55983,70217,4.646723728,28.4,55.6,26.4,17812,34327
Burke County,Georgia,22243,23316,8.978169497,25.7,71.7,10.5,15934,33155
Butts County,Georgia,19522,23655,6.293341788,12.4,76.7,5.8,20963,52257
Calhoun County,Georgia,6320,6694,9.755751419,28.8,70.6,9.8,12452,30522
Camden County,Georgia,43664,50513,10.85954111,15.3,67.3,16.3,22022,49230
Candler County,Georgia,9577,10998,8.284869976,22.3,65.9,5,16068,35828
Carroll County,Georgia,87268,110527,5.792693188,17.3,68,14.1,20523,45559
Catoosa County,Georgia,53282,63942,4.298020081,11.2,75.7,11.6,22563,46544
Charlton County,Georgia,10282,12171,6.807575384,19.8,75.9,5.1,16652,40850
Chatham County,Georgia,232048,265128,11.81177394,16.6,58.7,27.7,25397,44928
Chattahoochee County,Georgia,14882,11267,204.6156918,15.9,31.3,39.4,22202,51089
Chattooga County,Georgia,25470,26015,6.936305977,19.2,72.1,10.1,15158,32419
Cherokee County,Georgia,141903,214346,2.840556857,7.4,80.6,9.3,30217,66320
Clarke County,Georgia,101489,116714,7.197242833,33.5,45.9,43.3,19839,34253
Clay County,Georgia,3357,3183,11.58686773,34.2,71.7,6.4,13353,26250
Clayton County,Georgia,236517,259424,4.746843006,16.7,59,29.4,18958,43311
Clinch County,Georgia,6878,6798,9.337157988,25.7,72.5,8.7,16709,31963
Cobb County,Georgia,607751,688078,5.920025055,10.6,69.6,25.1,33110,65522
Coffee County,Georgia,37413,42356,6.258428558,21.3,70.1,7.7,16664,35202
Colquitt County,Georgia,42053,45498,7.764297332,23.4,61.7,11.7,17362,32902
Columbia County,Georgia,89288,124053,11.09480625,7.1,80.9,7.5,29479,66333
Cook County,Georgia,15771,17212,7.03311643,23.3,72.7,4.9,16528,31390
Coweta County,Georgia,89215,127317,4.553838058,10.2,75.8,11.8,26161,61550
Crawford County,Georgia,12495,12630,4.818131433,20.5,80.9,2.5,20692,37062
Crisp County,Georgia,21996,23439,9.936857374,29.1,58.5,18.5,17187,29960
Dade County,Georgia,15154,16633,5.985931582,15.5,79.8,6,20168,39760
Dawson County,Georgia,15999,22330,4.5929691,12,78.9,4.3,25557,51128
Decatur County,Georgia,28240,27842,8.778643776,24,65.9,11.1,17833,33297
DeKalb County,Georgia,665865,691893,7.27940881,16.1,58.6,36.6,28412,51349
Dodge County,Georgia,19171,21796,8.536612222,20,71.1,8.6,16288,33580
Dooly County,Georgia,11525,14918,7.601220003,27.1,66.9,8.5,14871,31038
Dougherty County,Georgia,96065,94565,11.57721144,28.9,48.5,31.5,19210,32435
Douglas County,Georgia,92174,132403,3.71064855,11.3,71.5,16.1,24515,55852
Early County,Georgia,12354,11008,10.46402616,28.9,66.3,6,16330,26928
Echols County,Georgia,3754,4034,3.372335151,32.1,70.8,3.8,14201,32390
Effingham County,Georgia,37535,52250,3.838315789,10.3,74.5,6.8,23465,56903
Elbert County,Georgia,20511,20166,9.687692155,23,71.1,8,17100,30543
Emanuel County,Georgia,21837,22598,10.55668643,24.2,67.1,7.5,16076,30205
Evans County,Georgia,10495,11000,7.464363636,21.2,69.6,4.5,19072,40796
Fannin County,Georgia,19798,23682,8.078498438,16.2,80.7,4.9,21103,34145
Fayette County,Georgia,91263,106567,5.934623289,4.7,84.5,8.5,35076,82216
Floyd County,Georgia,90565,96317,6.96893591,18.7,67.1,16.4,20640,41066
Forsyth County,Georgia,98407,175511,2.197030386,6,86.8,3.8,35385,87605
Franklin County,Georgia,20285,22084,7.960197428,17.8,71.9,7.8,19276,36739
Fulton County,Georgia,816006,920581,18.41917115,15.3,56,44.1,37211,56709
Gilmer County,Georgia,23456,28292,5.967658702,18.1,70.8,5.5,20439,36741
Glascock County,Georgia,2556,3082,10.50227125,16.6,71.9,3.8,16844,37149
Glynn County,Georgia,67568,79626,11.56089719,15.2,64.5,20.1,28040,50337
Gordon County,Georgia,44104,55186,5.037509513,17.1,69.1,13.9,18285,40916
Grady County,Georgia,23659,25011,6.692695214,25.9,64.6,4.8,17785,32247
Greene County,Georgia,14406,15994,8.521070401,23.6,75.2,7,24943,38513
Gwinnett County,Georgia,588448,805321,3.040172801,11,72.1,20.5,26901,63219
Habersham County,Georgia,35902,43041,5.704723403,19.6,74.1,7.7,19286,40192
Hall County,Georgia,139277,179684,5.644192026,14.8,69,14.1,23675,50876
Hancock County,Georgia,10076,9429,9.908579913,26.8,75.5,4.5,10925,22283
Haralson County,Georgia,25690,28780,6.223697012,20.4,73.5,8.2,19033,38996
Harris County,Georgia,23695,32024,5.181457657,9,88.5,3,31073,67018
Hart County,Georgia,22997,25213,6.819577202,22.4,76.5,4.2,19124,36109
Heard County,Georgia,11012,11834,5.352628021,19.8,73.7,5,18077,42685
Henry County,Georgia,119341,203922,3.833504968,8.3,80.2,10.8,25773,63923
Houston County,Georgia,110765,139900,17.28882059,12.8,67.8,17.7,25206,55098
Irwin County,Georgia,9931,9538,7.981966869,25.4,78.8,3.5,16561,38376
Jackson County,Georgia,41589,60485,5.273142101,15.1,75.2,5.7,22473,51506
Jasper County,Georgia,11426,13900,5.532230216,19.1,70.5,2.9,20263,42081
Jeff Davis County,Georgia,12684,15068,6.424674808,24,71,8.2,15730,32928
Jefferson County,Georgia,17266,16930,10.83236858,26.9,70.9,10.5,15165,29268
Jenkins County,Georgia,8575,8340,10.37470024,19.1,75.8,2.1,17629,27686
Johnson County,Georgia,8560,9980,8.014028056,27.7,69.9,8.9,15659,27607
Jones County,Georgia,23639,28669,3.750462172,13.1,80.8,3.1,21598,50717
Lamar County,Georgia,15912,18317,6.397554185,20.4,66.6,11.1,17725,37536
Lanier County,Georgia,7241,10078,5.522921215,20.4,62.6,5.8,16894,37522
Laurens County,Georgia,44874,48434,11.28042284,21,67.6,11.8,19387,38280
Lee County,Georgia,24757,28298,3.810728673,8.2,77.7,9.6,23867,59811
Liberty County,Georgia,61610,63453,15.46596694,17.8,50.8,23.2,18662,42674
Lincoln County,Georgia,8348,7996,8.314532266,26.3,78.9,2.2,19627,36399
Long County,Georgia,10304,14464,3.497234513,15.8,63.1,2.3,15068,41186
Lowndes County,Georgia,92115,109233,9.021971382,21.6,59.1,19.1,20041,39096
Lumpkin County,Georgia,21016,29966,5.198258026,15.2,70.5,6.4,20088,43394
McDuffie County,Georgia,21231,21875,7.6368,19.5,65,9.5,17261,35414
McIntosh County,Georgia,10847,14333,10.23805205,16.6,74.7,3.8,20964,39075
Macon County,Georgia,14074,14740,8.052510176,33,64.9,9.3,12902,27950
Madison County,Georgia,25730,28120,6.14811522,17.8,76.8,2.9,18975,41343
Marion County,Georgia,7144,8742,5.962594372,22,74.4,9.6,17729,31581
Meriwether County,Georgia,22534,21992,7.711167697,16.8,72.5,5.4,18295,37845
Miller County,Georgia,6383,6125,10.8315102,18.2,69.9,3.4,19895,33196
Mitchell County,Georgia,23932,23498,8.503064091,22.2,65.4,11.3,16322,36198
Monroe County,Georgia,21757,26424,4.901566757,12.3,80,4.7,23656,48297
Montgomery County,Georgia,8270,9123,7.680258687,18.2,71.3,6.7,17168,35182
Morgan County,Georgia,15457,17868,6.441235729,15.4,74.9,3.9,27732,45817
Murray County,Georgia,36506,39628,4.032275159,17.1,72.5,7.3,16925,38226
Muscogee County,Georgia,186291,189885,12.29151855,18.2,56.4,29,22514,41331
Newton County,Georgia,62001,99958,4.57764261,12.7,76,8.7,21583,52361
Oconee County,Georgia,26225,32808,4.454005121,7.4,82.7,6.1,34271,74352
Oglethorpe County,Georgia,12635,14899,4.522719646,19,80.1,1.8,17572,39319
Paulding County,Georgia,81678,142324,2.227558247,8.2,81.6,7.5,23450,62348
Peach County,Georgia,23668,27695,10.52561834,25.4,69,15,18681,41014
Pickens County,Georgia,22983,29431,5.729808705,11.6,80.4,7.2,25892,49945
Pierce County,Georgia,15636,18758,7.080978782,15.4,76.6,5.3,18283,37062
Pike County,Georgia,13688,17869,15.0039174,10.5,83.1,2.9,21051,53213
Polk County,Georgia,38127,41475,7.784978903,19.3,70.5,11.4,18214,38646
Pulaski County,Georgia,9588,12010,7.479017485,11.6,72.3,7.7,16621,36262
Putnam County,Georgia,18812,21218,6.575501932,12.3,79.9,3.8,25576,41529
Quitman County,Georgia,2598,2513,9.408674891,31.6,70.4,2.7,13642,28912
Rabun County,Georgia,15050,16276,8.153047432,18.5,73,8.8,22471,34406
Randolph County,Georgia,7791,7719,11.00453427,28,65,4.3,17632,26194
Richmond County,Georgia,199775,200549,13.98049853,23.3,57,25.5,20604,37882
Rockdale County,Georgia,70111,85215,4.119509476,12.3,68.9,20.8,24367,55779
Schley County,Georgia,3766,5010,6.480239521,19.2,66.4,7.8,16122,35096
Screven County,Georgia,15374,14593,8.582196944,20.4,77.4,7,16189,32155
Seminole County,Georgia,9369,8729,10.11524802,25.4,78.5,2.8,19263,32666
Spalding County,Georgia,58417,64073,6.917422315,21.2,64.6,15.8,19607,41100
Stephens County,Georgia,25435,26175,9.40313276,18.8,72,8.3,18285,34938
Stewart County,Georgia,5252,6058,10.33080224,24.2,68.9,4.8,15612,30954
Sumter County,Georgia,33200,32819,8.849751668,26.9,63,19.6,17436,32430
Talbot County,Georgia,6498,6865,8.975673707,23.5,79.6,5.8,18007,33873
Taliaferro County,Georgia,2077,1717,12.71636575,34.4,71,4.7,13955,22188
Tattnall County,Georgia,22305,25520,6.884012539,21.4,68.1,5.8,16742,38522
Taylor County,Georgia,8815,8906,9.281158769,33.1,74.2,6.5,14693,25237
Telfair County,Georgia,11794,16500,10.11848485,31.3,61.6,8.9,13420,23876
Terrell County,Georgia,10970,9315,11.51841116,31,60.6,11.6,15553,27909
Thomas County,Georgia,42737,44720,8.546019678,22.8,61.8,11.8,21261,35797
Tift County,Georgia,38407,40118,8.101650132,22.8,64.9,15.1,18394,36847
Toombs County,Georgia,26067,27223,8.032729677,25.7,62.6,13.4,17974,31635
Towns County,Georgia,9319,10471,9.63384586,9.3,86.5,2.3,21527,39540
Treutlen County,Georgia,6854,6885,7.943209877,24.7,65.2,5.8,16710,36467
Troup County,Georgia,58779,67044,7.456923811,19.8,65,15.1,19699,41770
Turner County,Georgia,9504,8930,9.889361702,25.4,64.4,19.5,15973,30763
Twiggs County,Georgia,10590,9023,12.94048543,21.2,81,2.5,15904,26521
Union County,Georgia,17289,21356,7.880080539,13.9,78,4.3,24182,41298
Upson County,Georgia,27597,27153,7.581224911,20.1,69.8,9.5,17398,34509
Walker County,Georgia,61053,68756,6.745840363,15.1,74,9,19440,38723
Walton County,Georgia,60687,83768,5.127650177,12.5,76,8.7,22521,51721
Ware County,Georgia,35483,36312,10.64323089,20.5,66.6,13.8,18295,35517
Warren County,Georgia,6336,5834,11.15238258,25.7,70.8,9.3,15987,31043
Washington County,Georgia,21176,21187,8.506773021,27.6,71.8,5.7,15033,31382
Wayne County,Georgia,26565,30099,7.702016678,18.3,70,6.9,18393,37340
Webster County,Georgia,2390,2799,7.501607717,23.6,76.1,3.7,16295,25708
Wheeler County,Georgia,6179,7421,7.254143646,24.3,75.5,6.8,10043,35422
White County,Georgia,19944,27144,5.316202476,19.4,76,5.6,23680,41756
Whitfield County,Georgia,83525,102599,4.635152389,19.2,68.3,19.1,19780,42345
Wilcox County,Georgia,8577,9255,8.460831983,25.5,84,3.9,12692,30784
Wilkes County,Georgia,10687,10593,10.03587275,25.5,71.5,6.4,16993,28022
Wilkinson County,Georgia,10220,9563,13.79818049,23.1,81.7,2.2,17929,37902
Worth County,Georgia,21967,21679,7.194427787,20.8,70.9,6.9,18348,38670
Hawaii County,Hawaii,148677,185079,7.000475473,14.4,66.2,20.9,26194,54996
Honolulu County,Hawaii,876156,953207,16.27761651,8.8,57.6,45,29516,70093
Kalawao County,Hawaii,147,90,13.64444444,4.1,0,22.3,43308,41806
Kauai County,Hawaii,58463,67091,7.490170068,8.8,65,25.1,26513,62531
Maui County,Hawaii,128094,154834,4.943009933,8.9,58.8,38.9,29180,63989
Ada County,Idaho,300904,392365,7.957794401,10.2,69.6,18,27915,55835
Adams County,Idaho,3476,3976,8.487927565,12.4,80.4,3.1,22730,36004
Bannock County,Idaho,75565,82839,7.007762044,14,71.2,19.5,21275,44848
Bear Lake County,Idaho,6411,5986,7.895589709,13.9,80.9,7.5,19284,43374
Benewah County,Idaho,9171,9285,11.18782983,15.2,74.2,5.8,18312,37500
Bingham County,Idaho,41735,45607,6.004012542,14.7,79.9,9.6,18633,44128
Blaine County,Idaho,18991,21376,3.690166542,9.3,68.3,29.9,32656,61854
Boise County,Idaho,6670,7028,6.578400683,16.3,76.8,1.3,24288,48789
Bonner County,Idaho,36835,40877,8.050248306,14.3,74.5,10.1,24745,41943
Bonneville County,Idaho,82522,104234,22.35579561,11,74.1,17.4,23218,50445
Boundary County,Idaho,9871,10972,7.363926358,18.8,82.5,5.7,18011,37712
Butte County,Idaho,2899,2891,13.97786233,13.8,82.9,11.9,20414,39413
Camas County,Idaho,991,1117,6.500447628,16.3,72.6,0,19659,44145
Canyon County,Idaho,131441,188923,4.675603288,17.3,71.4,11.9,18366,43218
Caribou County,Idaho,7304,6963,8.6784432,8.4,79.2,10.6,20637,44958
Cassia County,Idaho,21416,22952,6.389682816,15.4,68.6,8.8,17782,39866
Clark County,Idaho,1022,982,7.138492872,11.3,77.5,6.1,19737,40909
Clearwater County,Idaho,8930,8761,11.9207853,11.7,78.2,6.6,20507,41835
Custer County,Idaho,4342,4368,9.990155678,13.8,80.1,4.7,22625,41910
Elmore County,Idaho,29130,27038,17.04856128,12,67.5,9.3,20388,43089
Franklin County,Idaho,11329,12786,4.262552792,13.7,80.9,4.3,17967,45682
Fremont County,Idaho,11819,13242,6.349947138,8.5,81.6,3.4,18616,42523
Gem County,Idaho,15181,16719,7.277588373,14.7,79.4,6.1,20431,42794
Gooding County,Idaho,14155,15464,6.449560269,16.5,72.7,5.7,17694,37228
Idaho County,Idaho,15511,16267,9.987336325,19.1,75.8,4.6,18980,34536
Jefferson County,Idaho,19155,26140,4.407077276,10.2,81.9,4.5,19019,51579
Jerome County,Idaho,18342,22374,5.570930544,15.5,64.6,9.4,16947,39188
Kootenai County,Idaho,108685,138494,8.620777795,11.9,70.7,15,24418,46336
Latah County,Idaho,34935,37244,7.079422189,21.5,54,34.9,20218,36974
Lemhi County,Idaho,7806,7936,10.46333165,20,72.8,7.6,21699,36411
Lewis County,Idaho,3747,3821,19.12248103,16,72.6,5.5,18580,35808
Lincoln County,Idaho,4044,5208,5.403609831,15.3,75.4,2.1,19011,45714
Madison County,Idaho,27467,37536,3.232203751,32.2,52,42.2,13735,35461
Minidoka County,Idaho,20174,20069,6.466988888,13.1,76.7,9.1,17747,40350
Nez Perce County,Idaho,37410,39265,9.491710174,11.6,67.6,17.7,23899,44395
Oneida County,Idaho,4125,4286,7.295613626,13.4,81.2,3.6,17950,44599
Owyhee County,Idaho,10644,11526,7.117560298,22.2,67.8,5.1,17373,33441
Payette County,Idaho,20578,22623,7.080935331,15.7,74.5,8.7,18814,43559
Power County,Idaho,7538,7817,7.094537546,11.1,73.2,5.1,18412,40843
Shoshone County,Idaho,13771,12765,10.63008226,17.9,71.4,11.5,19020,36654
Teton County,Idaho,5999,10170,3.966568338,7.4,59.7,16.7,23633,53364
Twin Falls County,Idaho,64284,77230,6.655392982,13,67.9,15.5,19892,42455
Valley County,Idaho,7651,9862,7.874264855,15.4,77.7,9.9,27577,50851
Washington County,Idaho,9977,10198,7.840851147,13.2,75.3,6.7,20015,36542
Adams County,Illinois,68277,67103,8.50133377,12.3,73.8,16.6,24308,43824
Alexander County,Illinois,9590,8238,15.98761835,20.1,71.4,13.9,15858,28833
Bond County,Illinois,17633,17768,7.8809095,10.8,81.2,8,24341,51946
Boone County,Illinois,41786,54165,3.756170959,10.4,82.6,12.1,26105,61210
Brown County,Illinois,6950,6937,5.957906876,12,74.6,11.5,17133,38696
Bureau County,Illinois,35503,34978,8.589599177,11.1,75.2,12.2,24103,45692
Calhoun County,Illinois,5084,5089,10.94674789,11.7,78.6,6.2,23109,44891
Carroll County,Illinois,16674,15387,9.223695327,11.7,76.3,11.7,25914,44805
Cass County,Illinois,13695,13642,8.657381616,12.9,71.4,11.5,19825,41544
Champaign County,Illinois,179669,201081,7.014700544,20.5,55.9,35.2,24553,45262
